"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Class","BackboneElement","BackboneElement","","","",0,*,"","","","null {[]} {[]}
","group","Class of data elements","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"",""
"TS","Element.id","Element.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"TS","Element.extension","Element.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ST","Element","Element","","","",0,*,"","","","","Text","String","","","","","","","","","",,,,,"",,,,"Element",0,*,"",""
"ST","Element.id","Element.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"ST","Element.extension","Element.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"INT","Element","Element","","","",0,*,"","","","","Integer numbers","Integer numbers (-1,0,1,2, 100, 3398129, etc.) are precise numbers that are results of counting and enumerating. Integer numbers are discrete, the set of integers is infinite but countable.","","","","","","","","","",,,,,"",,,,"Element",0,*,"",""
"INT","Element.id","Element.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"INT","Element.extension","Element.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CD","Element","Element","","","",0,*,"","","","","A reference to a concept defined in a code system","A reference to a concept defined in a code system","","","","","","","","","",,,,,"",,,,"Element",0,*,"",""
"CD","Element.id","Element.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"CD","Element.extension","Element.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct","MedicinalProduct","","","",0,*,"","","","null {[]} {[]}
","Medicinal Product Logical Model","Logical model for a pilot product list's medicinal product","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"MedicinalProduct","MedicinalProduct.identifier","MedicinalProduct.identifier","","","",1,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/Class]]} {[]}
","Identifiers of different types","Identifiers of different types","","","","","","","","","",,,,,"",,,,"MedicinalProduct.identifier",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicinalProduct","MedicinalProduct.identifier.id","MedicinalProduct.identifier.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"MedicinalProduct","MedicinalProduct.identifier.extension","MedicinalProduct.identifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct.identifier.modifierExtension","MedicinalProduct.identifier.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct.identifier.mpId","MedicinalProduct.identifier.mpId","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/II]]} {[]}
","Medicinal Product Identifier (MPID)","Medicinal Product Identifier (MPID)","","","","","","","","","",,,,,"",,,,"MedicinalProduct.identifier.mpId",1,1,"",""
"MedicinalProduct","MedicinalProduct.identifier.pmsId","MedicinalProduct.identifier.pmsId","","","",0,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/II]]} {[]}
","EMA PMS Identifier","EMA PMS Identifier","","","","","","","","","",,,,,"",,,,"MedicinalProduct.identifier.pmsId",0,1,"",""
"MedicinalProduct","MedicinalProduct.identifier.nationalId","MedicinalProduct.identifier.nationalId","","","",0,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/II]]} {[]}
","National/other identifier. Virtual/nonbranded product identifier should be here, unless it's administrable product related.","National/other identifier. Virtual/nonbranded product identifier should be here, unless it's administrable product related.","","","","","","","","","",,,,,"",,,,"MedicinalProduct.identifier.nationalId",0,*,"",""
"MedicinalProduct","MedicinalProduct.domain","MedicinalProduct.domain","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/CD]]} {[]}
","Domain (human/veterinary)","Domain (human/veterinary)","","","","","","","","","",,,,,"",,,,"MedicinalProduct.domain",1,1,"",""
"MedicinalProduct","MedicinalProduct.legalStatusOfSupply","MedicinalProduct.legalStatusOfSupply","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/CD]]} {[]}
","Legal status of supply","Legal status of supply","","","","","","","","","",,,,,"",,,,"MedicinalProduct.legalStatusOfSupply",1,1,"",""
"MedicinalProduct","MedicinalProduct.authorisedDoseForm","MedicinalProduct.authorisedDoseForm","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/CD]]} {[]}
","Authorised dose form","Authorised dose form","","","","","","","","","",,,,,"",,,,"MedicinalProduct.authorisedDoseForm",1,1,"",""
"MedicinalProduct","MedicinalProduct.classification","MedicinalProduct.classification","","","",1,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/Class]]} {[]}
","Classifications","Classifications","","","","","","","","","",,,,,"",,,,"MedicinalProduct.classification",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicinalProduct","MedicinalProduct.classification.id","MedicinalProduct.classification.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"MedicinalProduct","MedicinalProduct.classification.extension","MedicinalProduct.classification.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct.classification.modifierExtension","MedicinalProduct.classification.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct.classification.classificationATC","MedicinalProduct.classification.classificationATC","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/CD]]} {[]}
","ATC classification","ATC classification","","","","","","","","","",,,,,"",,,,"MedicinalProduct.classification.classificationATC",1,1,"",""
"MedicinalProduct","MedicinalProduct.classification.classificationOther","MedicinalProduct.classification.classificationOther","","","",0,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/CD]]} {[]}
","Other classification","Other classification","","","","","","","","","",,,,,"",,,,"MedicinalProduct.classification.classificationOther",0,*,"",""
"MedicinalProduct","MedicinalProduct.name","MedicinalProduct.name","","","",1,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/Class]]} {[]}
","Name of the product - variety of different types of names and languages allowed","Name of the product - variety of different types of names and languages allowed","","","","","","","","","",,,,,"",,,,"MedicinalProduct.name",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicinalProduct","MedicinalProduct.name.id","MedicinalProduct.name.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"MedicinalProduct","MedicinalProduct.name.extension","MedicinalProduct.name.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct.name.modifierExtension","MedicinalProduct.name.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct.name.fullName","MedicinalProduct.name.fullName","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/ST]]} {[]}
","Full name as registered and readable in SPC.","Full name as registered and readable in SPC.","","","","","","","","","",,,,,"",,,,"MedicinalProduct.name.fullName",1,1,"",""
"MedicinalProduct","MedicinalProduct.name.commonName","MedicinalProduct.name.commonName","","","",0,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/ST]]} {[]}
","Commonly used name, which would appear in product catalogue searches, etc.","Commonly used name, which would appear in product catalogue searches, etc.","","","","","","","","","",,,,,"",,,,"MedicinalProduct.name.commonName",0,1,"",""
"MedicinalProduct","MedicinalProduct.name.otherName","MedicinalProduct.name.otherName","","","",0,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/ST]]} {[]}
","Other type of name that may be relevant on national level.","Other type of name that may be relevant on national level.","","","","","","","","","",,,,,"",,,,"MedicinalProduct.name.otherName",0,*,"",""
"MedicinalProduct","MedicinalProduct.name.nameUsage","MedicinalProduct.name.nameUsage","","","",0,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/Class]]} {[]}
","Countries and languages where the name is used","Countries and languages where the name is used","","","","","","","","","",,,,,"",,,,"MedicinalProduct.name.nameUsage",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicinalProduct","MedicinalProduct.name.nameUsage.id","MedicinalProduct.name.nameUsage.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"MedicinalProduct","MedicinalProduct.name.nameUsage.extension","MedicinalProduct.name.nameUsage.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct.name.nameUsage.modifierExtension","MedicinalProduct.name.nameUsage.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicinalProduct","MedicinalProduct.name.nameUsage.jurisdiction","MedicinalProduct.name.nameUsage.jurisdiction","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/ST]]} {[]}
","Country","Country","","","","","","","","","",,,,,"",,,,"MedicinalProduct.name.nameUsage.jurisdiction",1,1,"",""
"MedicinalProduct","MedicinalProduct.name.nameUsage.language","MedicinalProduct.name.nameUsage.language","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/ST]]} {[]}
","Language","Language","","","","","","","","","",,,,,"",,,,"MedicinalProduct.name.nameUsage.language",1,1,"",""
"MedicinalProduct","MedicinalProduct.marketingAuthorisation","MedicinalProduct.marketingAuthorisation","","","",0,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/d4-12/StructureDefinition/Class]]} {[]}
","Marketing Authorisation for the product","Marketing Authorisation for the product","","","","","","","","","",,,,,"",,,,"MedicinalProduct.marketingAuthorisation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicinalProduct","MedicinalProduct.marketingAuthorisation.id","MedicinalProduct.marketingAuthorisation.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
